id;resi;nama_penerima;alamat_tujuan;kota_asal;kota_tujuan;berat;biaya;status;id_layanan;id_klasifikasi;id_kurir;created_at
811;SWF-20260522-0811;Roni Wijaya;Jl. Thamrin No. 138;Tangerang;Semarang;9.165000;320775.000000;terkirim;3;1;5;2026-05-22 01:42:57
812;SWF-20260522-0812;Budi Santoso;Jl. Ahmad Yani No. 129;Tangerang;Karawang;3.450000;120750.000000;terkirim;3;1;4;2026-05-22 23:37:03
813;SWF-20260523-0813;Agus Setiawan;Jl. Kenanga No. 103;Jakarta Timur;Semarang;2.786667;27866.666667;terkirim;1;1;6;2026-05-23 02:24:51
814;SWF-20260523-0814;Gita Saraswati;Jl. Diponegoro No. 25;Yogyakarta;Bandung;16.660000;608100.000000;terkirim;3;2;6;2026-05-23 08:15:30
815;SWF-20260523-0815;Eko Prasetyo;Jl. Kebon Jeruk No. 26;Depok;Yogyakarta;31.803333;354426.666667;terkirim;4;3;4;2026-05-23 17:22:52
816;SWF-20260523-0816;Gita Saraswati;Jl. Pahlawan No. 98;Jakarta Pusat;Karawang;45.030000;550300.000000;terkirim;1;3;4;2026-05-23 20:12:35
817;SWF-20260523-0817;Eko Prasetyo;Jl. Mawar No. 123;Bandung;Jakarta Selatan;11.890667;143906.666667;terkirim;1;2;6;2026-05-23 21:15:05
818;SWF-20260524-0818;Joko Susilo;Jl. Gatot Subroto No. 37;Tangerang;Surabaya;34.580000;445800.000000;sampai_tujuan;1;3;5;2026-05-24 02:03:59
819;SWF-20260524-0819;Lestari Wulandari;Jl. Diponegoro No. 10;Bekasi;Semarang;4.546667;90933.333333;terkirim;2;1;6;2026-05-24 03:46:42
820;SWF-20260524-0820;Joko Susilo;Jl. Melati No. 119;Yogyakarta;Bogor;5.750000;46000.000000;terkirim;4;1;4;2026-05-24 12:48:42
821;SWF-20260524-0821;Hadi Sunyoto;Jl. Ahmad Yani No. 43;Jakarta Barat;Karawang;3.584000;28672.000000;terkirim;4;1;6;2026-05-24 13:38:57
822;SWF-20260524-0822;Gita Saraswati;Jl. Cempaka No. 103;Jakarta Pusat;Bekasi;12.729167;470520.833333;terkirim;3;2;5;2026-05-24 16:18:49
823;SWF-20260526-0823;Dewi Lestari;Jl. Diponegoro No. 75;Karawang;Yogyakarta;25.992000;934720.000000;terkirim;3;2;5;2026-05-26 01:53:37
824;SWF-20260526-0824;Hadi Sunyoto;Jl. Kamboja No. 3;Bekasi;Bogor;10.826667;133266.666667;terkirim;1;2;5;2026-05-26 05:57:56
825;SWF-20260526-0825;Agus Setiawan;Jl. Flamboyan No. 85;Jakarta Selatan;Jakarta Pusat;6.210000;217350.000000;terkirim;3;1;6;2026-05-26 09:31:30
826;SWF-20260526-0826;Andi Pratama;Jl. Raya Bogor No. 110;Bandung;Semarang;28.395500;1018842.500000;terkirim;3;2;6;2026-05-26 18:52:35
827;SWF-20260526-0827;Siti Rahma;Jl. Ahmad Yani No. 56;Depok;Jakarta Timur;4.285667;34285.333333;terkirim;4;1;6;2026-05-26 22:35:47
828;SWF-20260527-0828;Toni Hermanto;Jl. Kebon Jeruk No. 44;Jakarta Pusat;Depok;3.626000;72520.000000;terkirim;2;1;5;2026-05-27 01:23:07
829;SWF-20260527-0829;Siti Rahma;Jl. Flamboyan No. 109;Surabaya;Bogor;30.192000;401920.000000;terkirim;1;3;6;2026-05-27 08:23:37
830;SWF-20260527-0830;Toni Hermanto;Jl. Mawar No. 80;Karawang;Bekasi;9.496667;189933.333333;terkirim;2;1;5;2026-05-27 11:56:57
831;SWF-20260527-0831;Eko Prasetyo;Jl. Kamboja No. 65;Surabaya;Jakarta Selatan;18.720000;212200.000000;terkirim;1;2;5;2026-05-27 16:40:40
832;SWF-20260527-0832;Dian Sasmita;Jl. Kebon Jeruk No. 98;Bekasi;Jakarta Timur;4.235000;148225.000000;terkirim;3;1;4;2026-05-27 22:41:01
833;SWF-20260528-0833;Yanto Sukarno;Jl. Mangga Dua No. 129;Jakarta Pusat;Surabaya;4.620000;36960.000000;terkirim;4;1;4;2026-05-28 02:50:40
834;SWF-20260528-0834;Sari Indah;Jl. Merdeka No. 121;Bandung;Yogyakarta;26.112000;233896.000000;terkirim;4;2;6;2026-05-28 11:13:24
835;SWF-20260528-0835;Budi Santoso;Jl. Diponegoro No. 46;Jakarta Timur;Jakarta Selatan;4.462500;35700.000000;terkirim;4;1;6;2026-05-28 15:42:03
836;SWF-20260528-0836;Andi Pratama;Jl. Kebon Jeruk No. 5;Bekasi;Yogyakarta;14.466667;169666.666667;terkirim;1;2;5;2026-05-28 16:04:13
837;SWF-20260528-0837;Hadi Sunyoto;Jl. Diponegoro No. 69;Jakarta Selatan;Jakarta Barat;7.425000;148500.000000;terkirim;2;1;6;2026-05-28 23:18:37
838;SWF-20260529-0838;Andi Pratama;Jl. Mawar No. 31;Bekasi;Karawang;5.071500;50715.000000;terkirim;1;1;4;2026-05-29 00:24:22
839;SWF-20260529-0839;Maya Kartika;Jl. Merdeka No. 44;Semarang;Jakarta Pusat;23.902000;264020.000000;terkirim;1;2;4;2026-05-29 02:29:04
840;SWF-20260529-0840;Sari Indah;Jl. Kenanga No. 74;Jakarta Timur;Bekasi;13.950000;304000.000000;terkirim;2;2;5;2026-05-29 13:27:05
841;SWF-20260530-0841;Eko Prasetyo;Jl. Mangga Dua No. 24;Bogor;Bekasi;38.304000;406432.000000;terkirim;4;3;6;2026-05-30 04:56:37
842;SWF-20260530-0842;Siti Rahma;Jl. Kebon Jeruk No. 112;Bekasi;Yogyakarta;14.628000;536980.000000;terkirim;3;2;6;2026-05-30 11:52:22
843;SWF-20260530-0843;Andi Pratama;Jl. Sudirman No. 30;Karawang;Yogyakarta;10.395000;108160.000000;terkirim;4;2;5;2026-05-30 19:56:22
844;SWF-20260530-0844;Lestari Wulandari;Jl. Ahmad Yani No. 92;Jakarta Pusat;Jakarta Barat;38.220000;1437700.000000;terkirim;3;3;4;2026-05-30 21:30:56
845;SWF-20260531-0845;Eko Prasetyo;Jl. Thamrin No. 6;Bogor;Surabaya;44.936667;459493.333333;terkirim;4;3;5;2026-05-31 01:57:32
846;SWF-20260531-0846;Toni Hermanto;Jl. Kenanga No. 77;Jakarta Pusat;Depok;17.871000;167968.000000;sampai_tujuan;4;2;5;2026-05-31 14:40:16
847;SWF-20260531-0847;Budi Santoso;Jl. Thamrin No. 132;Jakarta Timur;Bekasi;12.127500;267550.000000;terkirim;2;2;5;2026-05-31 20:01:18
848;SWF-20260531-0848;Yanto Sukarno;Jl. Flamboyan No. 102;Jakarta Timur;Karawang;1.633333;32666.666667;terkirim;2;1;5;2026-05-31 22:27:00
849;SWF-20260601-0849;Wati Kurnia;Jl. Gatot Subroto No. 63;Jakarta Timur;Yogyakarta;6.745000;134900.000000;terkirim;2;1;4;2026-06-01 02:41:19
850;SWF-20260601-0850;Sri Wahyuni;Jl. Flamboyan No. 63;Semarang;Jakarta Selatan;12.783333;280666.666667;terkirim;2;2;5;2026-06-01 08:50:19
851;SWF-20260601-0851;Gita Saraswati;Jl. Gatot Subroto No. 89;Bogor;Yogyakarta;2.634667;52693.333333;terkirim;2;1;5;2026-06-01 09:17:35
852;SWF-20260601-0852;Sri Wahyuni;Jl. Gatot Subroto No. 59;Jakarta Timur;Karawang;3.145000;110075.000000;terkirim;3;1;4;2026-06-01 11:42:33
853;SWF-20260601-0853;Siti Rahma;Jl. Raya Bogor No. 80;Tangerang;Yogyakarta;7.123667;56989.333333;terkirim;4;1;4;2026-06-01 12:17:48
854;SWF-20260601-0854;Yanto Sukarno;Jl. Ahmad Yani No. 104;Semarang;Jakarta Pusat;6.500000;52000.000000;terkirim;4;1;4;2026-06-01 12:21:30
855;SWF-20260601-0855;Hendra Wijaya;Jl. Cempaka No. 67;Yogyakarta;Surabaya;19.832000;719120.000000;terkirim;3;2;6;2026-06-01 13:14:07
856;SWF-20260601-0856;Wati Kurnia;Jl. Kenanga No. 21;Jakarta Timur;Jakarta Pusat;13.294167;131353.333333;terkirim;4;2;4;2026-06-01 22:55:47
857;SWF-20260602-0857;Toni Hermanto;Jl. Flamboyan No. 94;Jakarta Pusat;Surabaya;25.536000;918760.000000;terkirim;3;2;4;2026-06-02 05:17:18
858;SWF-20260602-0858;Yanto Sukarno;Jl. Cempaka No. 5;Bogor;Bekasi;2.688000;94080.000000;terkirim;3;1;6;2026-06-02 11:19:56
859;SWF-20260602-0859;Rahmat Hidayat;Jl. Ahmad Yani No. 33;Yogyakarta;Jakarta Timur;35.587500;1345562.500000;terkirim;3;3;6;2026-06-02 13:20:57
860;SWF-20260603-0860;Eko Prasetyo;Jl. Sudirman No. 20;Bekasi;Tangerang;1.437333;11498.666667;terkirim;4;1;6;2026-06-03 01:17:34
861;SWF-20260603-0861;Sri Wahyuni;Jl. Merdeka No. 48;Yogyakarta;Depok;5.200000;104000.000000;sampai_tujuan;2;1;5;2026-06-03 04:13:37
862;SWF-20260603-0862;Yanto Sukarno;Jl. Kamboja No. 56;Semarang;Tangerang;11.137500;136375.000000;sampai_tujuan;1;2;5;2026-06-03 09:33:24
863;SWF-20260603-0863;Budi Santoso;Jl. Cempaka No. 54;Jakarta Pusat;Bogor;8.580000;68640.000000;sampai_tujuan;4;1;6;2026-06-03 10:11:53
864;SWF-20260603-0864;Joko Susilo;Jl. Merdeka No. 84;Jakarta Barat;Jakarta Selatan;32.844000;1249540.000000;terkirim;3;3;5;2026-06-03 13:52:44
865;SWF-20260603-0865;Lestari Wulandari;Jl. Mawar No. 114;Jakarta Timur;Karawang;34.164000;783280.000000;terkirim;2;3;5;2026-06-03 15:05:54
866;SWF-20260603-0866;Toni Hermanto;Jl. Mawar No. 22;Jakarta Barat;Semarang;35.112000;1328920.000000;terkirim;3;3;5;2026-06-03 21:29:10
867;SWF-20260604-0867;Dian Sasmita;Jl. Thamrin No. 91;Bandung;Tangerang;5.796000;46368.000000;terkirim;4;1;5;2026-06-04 03:15:37
868;SWF-20260604-0868;Agus Setiawan;Jl. Ahmad Yani No. 102;Jakarta Barat;Depok;6.016000;120320.000000;terkirim;2;1;6;2026-06-04 04:30:42
869;SWF-20260604-0869;Dian Sasmita;Jl. Mangga Dua No. 82;Semarang;Bekasi;14.183333;138466.666667;terkirim;4;2;5;2026-06-04 18:54:30
870;SWF-20260604-0870;Dewi Lestari;Jl. Thamrin No. 103;Depok;Jakarta Pusat;46.644000;1032880.000000;terkirim;2;3;5;2026-06-04 22:18:59
871;SWF-20260605-0871;Roni Wijaya;Jl. Merdeka No. 58;Jakarta Timur;Surabaya;15.293333;177933.333333;terkirim;1;2;6;2026-06-05 00:31:01
872;SWF-20260605-0872;Toni Hermanto;Jl. Gatot Subroto No. 95;Jakarta Pusat;Semarang;59.000000;1280000.000000;terkirim;2;3;5;2026-06-05 03:23:30
873;SWF-20260605-0873;Roni Wijaya;Jl. Melati No. 34;Depok;Jakarta Selatan;5.382000;43056.000000;terkirim;4;1;6;2026-06-05 04:03:22
874;SWF-20260605-0874;Eko Prasetyo;Jl. Ahmad Yani No. 85;Jakarta Timur;Depok;2.070000;20700.000000;terkirim;1;1;6;2026-06-05 04:33:56
875;SWF-20260605-0875;Andi Pratama;Jl. Ahmad Yani No. 137;Yogyakarta;Jakarta Pusat;13.277000;489695.000000;terkirim;3;2;6;2026-06-05 09:27:18
876;SWF-20260605-0876;Hadi Sunyoto;Jl. Flamboyan No. 110;Semarang;Jakarta Selatan;4.615333;46153.333333;terkirim;1;1;5;2026-06-05 16:44:28
877;SWF-20260605-0877;Toni Hermanto;Jl. Kebon Jeruk No. 68;Jakarta Selatan;Tangerang;15.504000;335080.000000;terkirim;2;2;5;2026-06-05 19:02:08
878;SWF-20260605-0878;Andi Pratama;Jl. Mangga Dua No. 10;Semarang;Jakarta Timur;16.314667;188146.666667;terkirim;1;2;5;2026-06-05 22:11:28
879;SWF-20260606-0879;Dewi Lestari;Jl. Raya Bogor No. 122;Yogyakarta;Bogor;5.906333;118126.666667;sampai_tujuan;2;1;5;2026-06-06 03:54:07
880;SWF-20260606-0880;Budi Santoso;Jl. Kebon Jeruk No. 150;Depok;Jakarta Timur;4.414667;35317.333333;terkirim;4;1;6;2026-06-06 05:12:58
881;SWF-20260606-0881;Hadi Sunyoto;Jl. Melati No. 134;Bekasi;Bogor;28.644000;254152.000000;terkirim;4;2;5;2026-06-06 10:17:31
882;SWF-20260606-0882;Joko Susilo;Jl. Raya Bogor No. 53;Jakarta Barat;Jakarta Timur;6.562500;229687.500000;terkirim;3;1;5;2026-06-06 22:15:08
883;SWF-20260607-0883;Roni Wijaya;Jl. Mawar No. 9;Tangerang;Yogyakarta;14.109333;166093.333333;terkirim;1;2;6;2026-06-07 01:47:14
884;SWF-20260607-0884;Maya Kartika;Jl. Pahlawan No. 63;Depok;Semarang;8.794500;70356.000000;terkirim;4;1;4;2026-06-07 05:02:29
885;SWF-20260607-0885;Rahmat Hidayat;Jl. Kebon Jeruk No. 17;Jakarta Timur;Bandung;4.896000;97920.000000;terkirim;2;1;6;2026-06-07 09:16:29
886;SWF-20260607-0886;Gita Saraswati;Jl. Sudirman No. 82;Semarang;Surabaya;7.869167;78691.666667;terkirim;1;1;4;2026-06-07 15:34:54
887;SWF-20260607-0887;Maya Kartika;Jl. Kebon Jeruk No. 125;Depok;Surabaya;2.860000;22880.000000;terkirim;4;1;6;2026-06-07 16:24:06
888;SWF-20260608-0888;Wati Kurnia;Jl. Mangga Dua No. 127;Surabaya;Jakarta Timur;45.534667;1693713.333333;terkirim;3;3;5;2026-06-08 04:52:16
889;SWF-20260608-0889;Gita Saraswati;Jl. Raya Bogor No. 113;Jakarta Selatan;Jakarta Barat;6.000000;48000.000000;terkirim;4;1;4;2026-06-08 04:52:53
890;SWF-20260608-0890;Hendra Wijaya;Jl. Ahmad Yani No. 114;Bekasi;Yogyakarta;14.586000;170860.000000;terkirim;1;2;4;2026-06-08 05:27:13
891;SWF-20260608-0891;Toni Hermanto;Jl. Ahmad Yani No. 77;Bandung;Jakarta Barat;7.395000;147900.000000;terkirim;2;1;4;2026-06-08 11:40:23
892;SWF-20260608-0892;Toni Hermanto;Jl. Cempaka No. 69;Jakarta Barat;Bekasi;31.920000;738400.000000;terkirim;2;3;5;2026-06-08 12:52:27
893;SWF-20260608-0893;Hendra Wijaya;Jl. Cempaka No. 145;Tangerang;Bogor;1.728333;13826.666667;terkirim;4;1;6;2026-06-08 16:22:05
894;SWF-20260608-0894;Roni Wijaya;Jl. Kebon Jeruk No. 66;Depok;Tangerang;7.072000;56576.000000;terkirim;4;1;6;2026-06-08 17:51:54
895;SWF-20260608-0895;Hadi Sunyoto;Jl. Flamboyan No. 71;Jakarta Selatan;Jakarta Timur;10.455000;108640.000000;sampai_tujuan;4;2;5;2026-06-08 21:35:34
896;SWF-20260608-0896;Joko Susilo;Jl. Mangga Dua No. 97;Jakarta Pusat;Jakarta Timur;6.757500;236512.500000;terkirim;3;1;5;2026-06-08 23:04:24
897;SWF-20260608-0897;Rahmat Hidayat;Jl. Melati No. 106;Jakarta Timur;Jakarta Barat;5.880000;47040.000000;terkirim;4;1;5;2026-06-08 23:35:07
898;SWF-20260609-0898;Hendra Wijaya;Jl. Merdeka No. 36;Semarang;Jakarta Selatan;31.266667;725333.333333;terkirim;2;3;5;2026-06-09 06:44:27
899;SWF-20260609-0899;Lestari Wulandari;Jl. Kebon Jeruk No. 67;Depok;Surabaya;1.350000;10800.000000;terkirim;4;1;5;2026-06-09 18:32:03
900;SWF-20260609-0900;Hadi Sunyoto;Jl. Mawar No. 5;Bandung;Tangerang;8.806000;70448.000000;terkirim;4;1;6;2026-06-09 21:07:47
901;SWF-20260610-0901;Rahmat Hidayat;Jl. Ahmad Yani No. 137;Jakarta Timur;Bandung;8.211000;82110.000000;terkirim;1;1;5;2026-06-10 00:27:05
902;SWF-20260610-0902;Lestari Wulandari;Jl. Gatot Subroto No. 47;Surabaya;Bandung;46.251333;470010.666667;terkirim;4;3;5;2026-06-10 21:42:45
903;SWF-20260611-0903;Sri Wahyuni;Jl. Merdeka No. 3;Jakarta Barat;Tangerang;13.301333;291026.666667;sampai_tujuan;2;2;6;2026-06-11 05:58:29
904;SWF-20260611-0904;Maya Kartika;Jl. Mawar No. 148;Jakarta Timur;Depok;8.232000;164640.000000;terkirim;2;1;4;2026-06-11 06:18:33
905;SWF-20260611-0905;Yanto Sukarno;Jl. Gatot Subroto No. 84;Bekasi;Jakarta Barat;10.080000;226600.000000;terkirim;2;2;5;2026-06-11 07:25:49
906;SWF-20260611-0906;Siti Rahma;Jl. Flamboyan No. 32;Tangerang;Jakarta Pusat;22.968000;254680.000000;terkirim;1;2;5;2026-06-11 09:02:10
907;SWF-20260611-0907;Maya Kartika;Jl. Ahmad Yani No. 24;Jakarta Timur;Bandung;9.500000;190000.000000;terkirim;2;1;5;2026-06-11 09:49:46
908;SWF-20260611-0908;Roni Wijaya;Jl. Kebon Jeruk No. 24;Semarang;Karawang;27.832000;303320.000000;terkirim;1;2;4;2026-06-11 17:10:11
909;SWF-20260611-0909;Agus Setiawan;Jl. Mawar No. 93;Depok;Jakarta Selatan;20.280000;227800.000000;terkirim;1;2;5;2026-06-11 17:21:45
910;SWF-20260612-0910;Siti Rahma;Jl. Pahlawan No. 46;Bandung;Jakarta Pusat;9.550667;191013.333333;terkirim;2;1;4;2026-06-12 02:20:24
911;SWF-20260612-0911;Dian Sasmita;Jl. Cempaka No. 41;Tangerang;Jakarta Timur;11.754667;260093.333333;terkirim;2;2;4;2026-06-12 11:04:58
912;SWF-20260612-0912;Hendra Wijaya;Jl. Kenanga No. 96;Depok;Surabaya;1.436500;50277.500000;terkirim;3;1;5;2026-06-12 12:54:16
913;SWF-20260612-0913;Gita Saraswati;Jl. Kenanga No. 135;Jakarta Timur;Jakarta Barat;2.178000;43560.000000;terkirim;2;1;5;2026-06-12 19:44:56
914;SWF-20260612-0914;Wati Kurnia;Jl. Flamboyan No. 35;Bandung;Yogyakarta;5.716667;45733.333333;terkirim;4;1;4;2026-06-12 21:47:49
915;SWF-20260613-0915;Agus Setiawan;Jl. Kamboja No. 127;Yogyakarta;Bandung;5.763333;115266.666667;terkirim;2;1;4;2026-06-13 02:46:24
916;SWF-20260613-0916;Sri Wahyuni;Jl. Raya Bogor No. 27;Jakarta Barat;Depok;11.088000;413080.000000;terkirim;3;2;6;2026-06-13 05:05:37
917;SWF-20260613-0917;Wati Kurnia;Jl. Mawar No. 38;Bandung;Semarang;2.202667;44053.333333;terkirim;2;1;4;2026-06-13 08:27:55
918;SWF-20260613-0918;Sri Wahyuni;Jl. Melati No. 3;Bandung;Bogor;21.726000;198808.000000;terkirim;4;2;4;2026-06-13 09:11:59
919;SWF-20260613-0919;Agus Setiawan;Jl. Mangga Dua No. 132;Bekasi;Tangerang;12.243000;122944.000000;terkirim;4;2;5;2026-06-13 17:16:22
920;SWF-20260613-0920;Andi Pratama;Jl. Gatot Subroto No. 94;Tangerang;Yogyakarta;4.450333;44503.333333;terkirim;1;1;5;2026-06-13 20:52:12
921;SWF-20260613-0921;Hendra Wijaya;Jl. Diponegoro No. 89;Depok;Karawang;17.333333;371666.666667;terkirim;2;2;6;2026-06-13 21:41:18
922;SWF-20260614-0922;Roni Wijaya;Jl. Mawar No. 135;Bandung;Jakarta Timur;15.810667;578373.333333;terkirim;3;2;4;2026-06-14 04:26:27
923;SWF-20260614-0923;Agus Setiawan;Jl. Thamrin No. 58;Semarang;Yogyakarta;24.437333;513746.666667;terkirim;2;2;4;2026-06-14 05:09:29
924;SWF-20260614-0924;Wati Kurnia;Jl. Kamboja No. 120;Bekasi;Jakarta Timur;1.520000;53200.000000;terkirim;3;1;6;2026-06-14 06:57:20
925;SWF-20260614-0925;Rahmat Hidayat;Jl. Sudirman No. 106;Jakarta Timur;Jakarta Barat;14.555000;141440.000000;terkirim;4;2;6;2026-06-14 10:07:36
926;SWF-20260614-0926;Joko Susilo;Jl. Mawar No. 19;Jakarta Barat;Bekasi;6.862500;137250.000000;terkirim;2;1;5;2026-06-14 14:02:47
927;SWF-20260615-0927;Agus Setiawan;Jl. Raya Bogor No. 135;Jakarta Selatan;Yogyakarta;30.030000;1151050.000000;terkirim;3;3;6;2026-06-15 03:06:24
928;SWF-20260615-0928;Lestari Wulandari;Jl. Mangga Dua No. 11;Tangerang;Depok;17.664000;378280.000000;terkirim;2;2;5;2026-06-15 04:52:00
929;SWF-20260615-0929;Dian Sasmita;Jl. Mawar No. 62;Surabaya;Bogor;11.602500;141025.000000;terkirim;1;2;6;2026-06-15 05:03:14
930;SWF-20260615-0930;Hadi Sunyoto;Jl. Melati No. 108;Surabaya;Depok;2.016667;20166.666667;terkirim;1;1;4;2026-06-15 06:54:58
931;SWF-20260615-0931;Wati Kurnia;Jl. Mangga Dua No. 27;Semarang;Yogyakarta;52.896000;523168.000000;terkirim;4;3;6;2026-06-15 07:35:04
932;SWF-20260615-0932;Agus Setiawan;Jl. Pahlawan No. 93;Bandung;Yogyakarta;9.450000;330750.000000;terkirim;3;1;5;2026-06-15 07:55:48
933;SWF-20260615-0933;Wati Kurnia;Jl. Merdeka No. 56;Bandung;Jakarta Timur;2.478667;86753.333333;terkirim;3;1;4;2026-06-15 11:07:13
934;SWF-20260615-0934;Yanto Sukarno;Jl. Mawar No. 64;Depok;Karawang;9.248000;323680.000000;terkirim;3;1;4;2026-06-15 13:06:39
935;SWF-20260615-0935;Dewi Lestari;Jl. Kamboja No. 23;Bekasi;Tangerang;25.350000;912250.000000;terkirim;3;2;6;2026-06-15 13:12:38
936;SWF-20260615-0936;Toni Hermanto;Jl. Thamrin No. 98;Jakarta Barat;Bekasi;34.344000;374752.000000;terkirim;4;3;4;2026-06-15 13:42:19
937;SWF-20260615-0937;Roni Wijaya;Jl. Raya Bogor No. 130;Yogyakarta;Surabaya;19.552000;181416.000000;sampai_tujuan;4;2;6;2026-06-15 20:14:31
938;SWF-20260616-0938;Rahmat Hidayat;Jl. Kenanga No. 68;Jakarta Timur;Semarang;37.895000;403160.000000;terkirim;4;3;5;2026-06-16 13:36:03
939;SWF-20260616-0939;Rahmat Hidayat;Jl. Melati No. 58;Bogor;Jakarta Pusat;15.853333;579866.666667;terkirim;3;2;5;2026-06-16 19:21:26
940;SWF-20260617-0940;Eko Prasetyo;Jl. Kebon Jeruk No. 38;Jakarta Pusat;Bekasi;5.822000;46576.000000;terkirim;4;1;6;2026-06-17 05:10:19
941;SWF-20260617-0941;Hadi Sunyoto;Jl. Kenanga No. 148;Tangerang;Semarang;17.257333;163058.666667;terkirim;4;2;5;2026-06-17 06:40:10
942;SWF-20260618-0942;Rahmat Hidayat;Jl. Diponegoro No. 83;Yogyakarta;Jakarta Barat;7.436000;59488.000000;terkirim;4;1;5;2026-06-18 01:07:35
943;SWF-20260618-0943;Gita Saraswati;Jl. Pahlawan No. 120;Depok;Surabaya;11.968000;120744.000000;sampai_tujuan;4;2;5;2026-06-18 04:36:21
944;SWF-20260619-0944;Gita Saraswati;Jl. Flamboyan No. 144;Surabaya;Jakarta Pusat;17.892000;203920.000000;terkirim;1;2;4;2026-06-19 01:01:21
945;SWF-20260619-0945;Budi Santoso;Jl. Kamboja No. 111;Yogyakarta;Jakarta Timur;24.790000;892650.000000;terkirim;3;2;6;2026-06-19 02:45:50
946;SWF-20260619-0946;Maya Kartika;Jl. Cempaka No. 37;Semarang;Karawang;1.333333;46666.666667;sampai_tujuan;3;1;4;2026-06-19 04:55:35
947;SWF-20260619-0947;Wati Kurnia;Jl. Thamrin No. 50;Jakarta Barat;Surabaya;2.288000;18304.000000;terkirim;4;1;5;2026-06-19 07:54:44
948;SWF-20260619-0948;Sri Wahyuni;Jl. Cempaka No. 98;Yogyakarta;Bogor;7.870500;78705.000000;terkirim;1;1;5;2026-06-19 23:57:27
949;SWF-20260620-0949;Rahmat Hidayat;Jl. Thamrin No. 67;Tangerang;Jakarta Barat;7.020000;245700.000000;terkirim;3;1;4;2026-06-20 00:47:54
950;SWF-20260620-0950;Sari Indah;Jl. Sudirman No. 96;Jakarta Selatan;Jakarta Barat;1.411667;14116.666667;terkirim;1;1;5;2026-06-20 03:31:02
951;SWF-20260620-0951;Yanto Sukarno;Jl. Gatot Subroto No. 45;Jakarta Barat;Yogyakarta;31.317000;726340.000000;terkirim;2;3;4;2026-06-20 07:13:53
952;SWF-20260620-0952;Maya Kartika;Jl. Thamrin No. 113;Yogyakarta;Jakarta Timur;23.606000;261060.000000;sampai_tujuan;1;2;4;2026-06-20 10:29:14
953;SWF-20260620-0953;Hendra Wijaya;Jl. Ahmad Yani No. 90;Surabaya;Jakarta Timur;8.638667;69109.333333;terkirim;4;1;6;2026-06-20 15:20:54
954;SWF-20260621-0954;Gita Saraswati;Jl. Kenanga No. 115;Jakarta Selatan;Yogyakarta;12.720000;279400.000000;terkirim;2;2;4;2026-06-21 01:19:39
955;SWF-20260621-0955;Sari Indah;Jl. Mawar No. 16;Bogor;Yogyakarta;5.852000;204820.000000;terkirim;3;1;6;2026-06-21 03:59:55
956;SWF-20260621-0956;Roni Wijaya;Jl. Raya Bogor No. 83;Jakarta Timur;Karawang;17.546667;165373.333333;terkirim;4;2;5;2026-06-21 04:40:28
957;SWF-20260621-0957;Agus Setiawan;Jl. Melati No. 144;Bogor;Surabaya;35.173833;1331084.166667;terkirim;3;3;6;2026-06-21 08:20:53
958;SWF-20260621-0958;Maya Kartika;Jl. Thamrin No. 81;Yogyakarta;Jakarta Pusat;2.704000;94640.000000;terkirim;3;1;4;2026-06-21 11:08:01
959;SWF-20260621-0959;Hadi Sunyoto;Jl. Thamrin No. 131;Bekasi;Yogyakarta;2.035000;16280.000000;terkirim;4;1;4;2026-06-21 11:15:26
960;SWF-20260621-0960;Roni Wijaya;Jl. Kamboja No. 53;Bandung;Yogyakarta;1.595000;31900.000000;terkirim;2;1;5;2026-06-21 11:53:04
961;SWF-20260622-0961;Sri Wahyuni;Jl. Pahlawan No. 96;Tangerang;Jakarta Pusat;5.548667;194203.333333;terkirim;3;1;6;2026-06-22 00:16:01
962;SWF-20260622-0962;Andi Pratama;Jl. Cempaka No. 3;Tangerang;Bogor;14.790000;143320.000000;terkirim;4;2;6;2026-06-22 11:40:45
963;SWF-20260622-0963;Eko Prasetyo;Jl. Diponegoro No. 58;Jakarta Selatan;Yogyakarta;2.880000;23040.000000;terkirim;4;1;4;2026-06-22 13:13:15
964;SWF-20260622-0964;Andi Pratama;Jl. Kenanga No. 73;Karawang;Depok;7.582333;75823.333333;terkirim;1;1;4;2026-06-22 17:43:49
965;SWF-20260622-0965;Hadi Sunyoto;Jl. Sudirman No. 121;Bogor;Jakarta Selatan;2.184000;17472.000000;terkirim;4;1;4;2026-06-22 20:25:10
966;SWF-20260622-0966;Dian Sasmita;Jl. Mawar No. 113;Yogyakarta;Jakarta Timur;12.210000;269200.000000;terkirim;2;2;6;2026-06-22 23:11:24
967;SWF-20260623-0967;Siti Rahma;Jl. Melati No. 65;Jakarta Timur;Tangerang;6.842500;54740.000000;terkirim;4;1;4;2026-06-23 00:41:16
968;SWF-20260623-0968;Roni Wijaya;Jl. Melati No. 113;Jakarta Pusat;Karawang;9.471000;331485.000000;terkirim;3;1;4;2026-06-23 02:35:08
969;SWF-20260623-0969;Rahmat Hidayat;Jl. Cempaka No. 133;Karawang;Jakarta Pusat;15.019500;175195.000000;terkirim;1;2;4;2026-06-23 13:44:41
970;SWF-20260623-0970;Budi Santoso;Jl. Sudirman No. 100;Semarang;Bandung;2.216667;22166.666667;terkirim;1;1;6;2026-06-23 16:13:18
971;SWF-20260623-0971;Dian Sasmita;Jl. Kenanga No. 116;Yogyakarta;Jakarta Barat;27.216000;242728.000000;terkirim;4;2;4;2026-06-23 18:41:09
